career,skills,source
MLOps Engineer,pytorch | deep learning | data analysis | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,sql | tensorflow | deep learning | pytorch,global_ai_jobs_dataset
Data Analyst,python | data analysis | computer vision | deep learning,global_ai_jobs_dataset
AI Researcher,deep learning | tensorflow | nlp | machine learning,global_ai_jobs_dataset
Data Analyst,sql | deep learning | statistics | python,global_ai_jobs_dataset
Data Scientist,computer vision | data analysis | tensorflow | deep learning,global_ai_jobs_dataset
Data Scientist,data analysis | pytorch | computer vision | python,global_ai_jobs_dataset
AI Researcher,pytorch | nlp | statistics | tensorflow,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | godot basics | advanced ai and gameplay systems | multiplayer networking | physics simulation | shader programming | graphics and performance optimization | cross-platform development | testing and debugging | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | multiplayer | performance optimization,job_dataset
AI Researcher,nlp | tensorflow | deep learning | sql,global_ai_jobs_dataset
Prompt Engineer,deep learning | statistics | tensorflow | sql,global_ai_jobs_dataset
MLOps Engineer,tensorflow | pytorch | sql | statistics,global_ai_jobs_dataset
Machine Learning Engineer,python | deep learning | pytorch | tensorflow,global_ai_jobs_dataset
AI Researcher,deep learning | statistics | computer vision | pytorch,global_ai_jobs_dataset
MLOps Engineer,nlp | tensorflow | computer vision | data analysis,global_ai_jobs_dataset
Java Developer,java i | o | file handling | exception handling | junit basics | java | junit | testing,job_dataset
Machine Learning Engineer,nlp | data analysis | statistics | deep learning,global_ai_jobs_dataset
Data Scientist,deep learning | python | computer vision | pytorch,global_ai_jobs_dataset
Data Analyst,computer vision | statistics | tensorflow | pytorch,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | collaboration | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
AI Researcher,machine learning | python | computer vision | tensorflow,global_ai_jobs_dataset
Data Analyst,pytorch | data analysis | deep learning | sql,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | python basics | git | mysql basics | rest apis | json | responsive design | vue.js | node.js | python | mysql,job_dataset
MLOps Engineer,computer vision | python | tensorflow | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | pytorch | tensorflow | nlp,global_ai_jobs_dataset
AI Product Manager,tensorflow | python | deep learning | nlp,global_ai_jobs_dataset
MLOps Engineer,computer vision | python | nlp | sql,global_ai_jobs_dataset
AI Product Manager,deep learning | tensorflow | pytorch | nlp,global_ai_jobs_dataset
AI Engineer,nlp | statistics | machine learning | pytorch,global_ai_jobs_dataset
AI Researcher,nlp | machine learning | computer vision | tensorflow,global_ai_jobs_dataset
AI Researcher,statistics | nlp | python | tensorflow,global_ai_jobs_dataset
Site Reliability Engineer,python basics | bash | shell scripting | linux administration basics | windows fundamentals | cloud platform basics (aws | azure | gcp) | docker introduction | kubernetes introduction | monitoring basics (nagios | grafana) | networking basics (tcp | ip | dns) | ci | cd fundamentals | problem-solving | collaboration | communication | python | linux | docker | kubernetes | aws | cd | monitoring | networking | automation,job_dataset
Site Reliability Engineer,python basics | shell scripting (bash | zsh) | linux os basics | windows os fundamentals | cloud platforms basics (aws | azure | gcp) | docker fundamentals | kubernetes basics | monitoring tools intro (prometheus | grafana) | networking basics (tcp | ip | dns) | basic automation scripts | analytical thinking | time management | communication | python | bash | linux | docker | kubernetes | aws | ci | cd | prometheus | networking | automation,job_dataset
NLP Engineer,machine learning | sql | statistics | nlp,global_ai_jobs_dataset
Data Analyst,sql | nlp | pytorch | statistics,global_ai_jobs_dataset
AI Engineer,data analysis | pytorch | machine learning | computer vision,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | statistics | data analysis | sql,global_ai_jobs_dataset
MLOps Engineer,statistics | data analysis | pytorch | machine learning,global_ai_jobs_dataset
MLOps Engineer,pytorch | sql | deep learning | python,global_ai_jobs_dataset
MLOps Engineer,computer vision | nlp | pytorch | machine learning,global_ai_jobs_dataset
AI Researcher,deep learning | data analysis | machine learning | tensorflow,global_ai_jobs_dataset
Data Scientist,deep learning | pytorch | data analysis | sql,global_ai_jobs_dataset
AI Engineer,tensorflow | data analysis | python | statistics,global_ai_jobs_dataset
NLP Engineer,sql | nlp | deep learning | data analysis,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting | networking fundamentals | linux (kali linux | parrot os) basics | windows security basics | penetration testing fundamentals | vulnerability assessment basics | web application security | basic knowledge of nmap | burp suite | cryptography fundamentals | problem-solving | communication | ethical mindset | ethical hacking | penetration testing | network security | python | linux | windows security | nmap | cryptography | web security,job_dataset
Prompt Engineer,computer vision | statistics | sql | python,global_ai_jobs_dataset
Ethical Hacker,advanced python | c | c++ | javascript | bash | powershell scripting | network and web security | linux expert | windows security and ad | penetration testing | vulnerability assessment | metasploit | burp suite | nmap | wireshark | cryptography | ssl | tls | malware analysis and reverse engineering | security frameworks (nist | iso) | leadership | problem-solving | communication | compliance awareness | ethical hacking | network security | python | linux | windows security | malware analysis,job_dataset
NLP Engineer,python | deep learning | tensorflow | data analysis,global_ai_jobs_dataset
AI Engineer,nlp | computer vision | sql | machine learning,global_ai_jobs_dataset
Data Analyst,statistics | computer vision | nlp | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | pytorch | sql | statistics,global_ai_jobs_dataset
AI Product Manager,tensorflow | statistics | nlp | machine learning,global_ai_jobs_dataset
AI Product Manager,sql | statistics | machine learning | data analysis,global_ai_jobs_dataset
AI Product Manager,data analysis | nlp | tensorflow | sql,global_ai_jobs_dataset
Data Scientist,statistics | data analysis | python | deep learning,global_ai_jobs_dataset
.NET Developer,c# | asp.net mvc | .net core basics | entity framework basics | sql server | git | .net | entity framework,job_dataset
MLOps Engineer,pytorch | sql | statistics | python,global_ai_jobs_dataset
Prompt Engineer,deep learning | statistics | sql | nlp,global_ai_jobs_dataset
.NET Developer,c# | vb.net basics | .net core | asp.net mvc | html | css | javascript basics | sql server | git | .net | entity framework,job_dataset
Data Engineer,python | java | sql | spark | aws glue | snowflake | data modeling | airflow | kafka | aws,job_dataset
Machine Learning Engineer,python | statistics | data analysis | nlp,global_ai_jobs_dataset
Data Scientist,deep learning | python | statistics | sql,global_ai_jobs_dataset
Java Developer,servlets | jsp | sql basics | jdbc | git | java | sql,job_dataset
AI Engineer,machine learning | computer vision | sql | statistics,global_ai_jobs_dataset
NLP Engineer,python | machine learning | sql | statistics,global_ai_jobs_dataset
AI Researcher,deep learning | pytorch | data analysis | statistics,global_ai_jobs_dataset
AI Product Manager,machine learning | statistics | nlp | tensorflow,global_ai_jobs_dataset
Data Analyst,tensorflow | pytorch | sql | deep learning,global_ai_jobs_dataset
Data Analyst,machine learning | data analysis | nlp | deep learning,global_ai_jobs_dataset
AI Researcher,sql | python | computer vision | nlp,global_ai_jobs_dataset
NLP Engineer,nlp | statistics | deep learning | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | python | statistics | deep learning,global_ai_jobs_dataset
Data Engineer,python | scala basics | postgresql | mongodb | data modeling basics | azure fundamentals | hadoop basics | etl | sql | azure,job_dataset
Prompt Engineer,tensorflow | statistics | sql | python,global_ai_jobs_dataset
AI Engineer,nlp | machine learning | deep learning | pytorch,global_ai_jobs_dataset
Data Analyst,sql | python | pytorch | statistics,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | pytorch | tensorflow | statistics,global_ai_jobs_dataset
AI Researcher,deep learning | pytorch | statistics | python,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger | corda | smart contract optimization | cryptography expert | scalable dapps | cross-chain interoperability | cloud integration | leadership | team management | innovation strategies | blockchain architecture | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | security audits,job_dataset
Data Engineer,python | scala basics | postgresql | mongodb | data modeling basics | azure fundamentals | hadoop basics | etl | sql | azure,job_dataset
Data Analyst,sql | pytorch | data analysis | python,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum fundamentals | hyperledger basics | corda basics | smart contract implementation | cryptography fundamentals | dapps basics | git | truffle | remix ide | problem-solving | teamwork | collaboration | blockchain | ethereum | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
NLP Engineer,pytorch | computer vision | machine learning | python,global_ai_jobs_dataset
Prompt Engineer,computer vision | nlp | tensorflow | data analysis,global_ai_jobs_dataset
MLOps Engineer,tensorflow | data analysis | python | machine learning,global_ai_jobs_dataset
Prompt Engineer,nlp | computer vision | data analysis | python,global_ai_jobs_dataset
AI Researcher,python | sql | deep learning | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,python | computer vision | machine learning | pytorch,global_ai_jobs_dataset
AI Researcher,nlp | deep learning | python | pytorch,global_ai_jobs_dataset
Data Analyst,nlp | sql | pytorch | statistics,global_ai_jobs_dataset
AI Engineer,sql | tensorflow | statistics | nlp,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | tensorflow | nlp | data analysis,global_ai_jobs_dataset
Data Scientist,python | sql | computer vision | data analysis,global_ai_jobs_dataset
Prompt Engineer,tensorflow | sql | python | pytorch,global_ai_jobs_dataset
MLOps Engineer,computer vision | pytorch | deep learning | machine learning,global_ai_jobs_dataset
Data Engineer,python | scala basics | mysql | mongodb | airflow basics | linux | spark fundamentals | data modeling basics | etl | sql | airflow | data cleaning | spark basics,job_dataset
Computer Vision Engineer,computer vision | statistics | tensorflow | pytorch,global_ai_jobs_dataset
MLOps Engineer,pytorch | computer vision | nlp | tensorflow,global_ai_jobs_dataset
AI Engineer,data analysis | nlp | python | deep learning,global_ai_jobs_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux administration expert | windows server administration | aws | azure | gcp advanced | docker | kubernetes expert | ci | cd pipelines expert (jenkins | bamboo | github actions) | iac (terraform | ansible | puppet | chef) | monitoring and logging (prometheus | grafana | elk stack | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation and scripting | distributed systems design | security and compliance knowledge | problem-solving | leadership | collaboration | communication | time management | linux | kubernetes | terraform | cd | prometheus | automation,job_dataset
Web Developer,html5 | css3 | javascript | react basics | angular basics | node.js basics | php basics | git | github basics | mysql basics | mongodb basics | restful apis | ajax | responsive design | ui | ux fundamentals | react | angular | node.js | php,job_dataset
Prompt Engineer,tensorflow | computer vision | machine learning | pytorch,global_ai_jobs_dataset
Prompt Engineer,deep learning | statistics | python | sql,global_ai_jobs_dataset
Data Scientist,tensorflow | statistics | nlp | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | nlp | pytorch | sql,global_ai_jobs_dataset
AI Product Manager,tensorflow | deep learning | statistics | python,global_ai_jobs_dataset
Data Engineer,python | sql | postgresql | mongodb | hadoop basics | aws cloud basics | hadoop | aws,job_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
AI Engineer,python | computer vision | sql | deep learning,global_ai_jobs_dataset
Site Reliability Engineer,python | go | bash | zsh scripting | linux | windows | aws | azure | gcp expert | docker | kubernetes | ci | cd (jenkins | bamboo | github actions) | iac (terraform | ansible | puppet | chef) | monitoring (prometheus | grafana | elk | nagios | splunk) | networking | distributed systems design | automation | security compliance | problem-solving | leadership | collaboration | communication | terraform | cd | monitoring | distributed systems,job_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
MLOps Engineer,statistics | data analysis | deep learning | nlp,global_ai_jobs_dataset
NLP Engineer,tensorflow | computer vision | python | statistics,global_ai_jobs_dataset
Game Developer,c++ basics | c# basics | java basics | python basics | unity basics | unreal engine basics | game mechanics basics | physics and animation basics | directx | opengl basics | git basics | debugging basics | mobile | console development basics | communication | teamwork | adaptability | creativity | c++ | c# | unity | unreal engine | game mechanics | graphics programming | git | debugging,job_dataset
Computer Vision Engineer,machine learning | statistics | computer vision | pytorch,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | statistics | data analysis | python,global_ai_jobs_dataset
Java Developer,system design | microservices | spring boot | kubernetes | leadership | java,job_dataset
AI Product Manager,tensorflow | pytorch | nlp | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,nlp | pytorch | deep learning | sql,global_ai_jobs_dataset
AI Engineer,nlp | tensorflow | sql | machine learning,global_ai_jobs_dataset
MLOps Engineer,tensorflow | sql | machine learning | pytorch,global_ai_jobs_dataset
Data Scientist,python | sql | machine learning | data analysis,global_ai_jobs_dataset
Data Analyst,tensorflow | nlp | statistics | pytorch,global_ai_jobs_dataset
MLOps Engineer,statistics | tensorflow | nlp | deep learning,global_ai_jobs_dataset
AI Researcher,pytorch | data analysis | sql | nlp,global_ai_jobs_dataset
Data Analyst,data analysis | tensorflow | statistics | sql,global_ai_jobs_dataset
MLOps Engineer,deep learning | data analysis | python | computer vision,global_ai_jobs_dataset
AI Researcher,python | sql | computer vision | data analysis,global_ai_jobs_dataset
MLOps Engineer,machine learning | sql | data analysis | deep learning,global_ai_jobs_dataset
AI Engineer,statistics | pytorch | tensorflow | nlp,global_ai_jobs_dataset
Data Scientist,deep learning | machine learning | tensorflow | nlp,global_ai_jobs_dataset
Data Engineer,sql | python | java basics | mongodb | hadoop basics | data structures | etl tools introduction | etl | data warehousing,job_dataset
AI Engineer,tensorflow | machine learning | data analysis | computer vision,global_ai_jobs_dataset
AI Product Manager,sql | tensorflow | python | pytorch,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting basics | networking basics | linux | windows os fundamentals | introductory penetration testing | vulnerability assessment | web app security basics | familiarity with nmap | sqlmap | basic cryptography knowledge | analytical thinking | communication | ethical awareness | ethical hacking | penetration testing | network security | python | windows security | nmap | cryptography | web security,job_dataset
AI Researcher,sql | nlp | statistics | pytorch,global_ai_jobs_dataset
AI Researcher,tensorflow | python | computer vision | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | computer vision | python | nlp,global_ai_jobs_dataset
NLP Engineer,data analysis | pytorch | machine learning | sql,global_ai_jobs_dataset
MLOps Engineer,computer vision | statistics | data analysis | sql,global_ai_jobs_dataset
Prompt Engineer,pytorch | tensorflow | sql | nlp,global_ai_jobs_dataset
Game Developer,unity | c# | game design | physics simulation | 3d modeling | animation | shader programming | git | c++ | unreal engine | level design | audio design | multiplayer networking | performance optimization | ui design | particle systems | ai behavior | version control | asset pipeline | game analytics,it_jobs_required_skills
NLP Engineer,nlp | deep learning | python | sql,global_ai_jobs_dataset
AI Engineer,data analysis | python | machine learning | computer vision,global_ai_jobs_dataset
AI Engineer,pytorch | data analysis | machine learning | tensorflow,global_ai_jobs_dataset
NLP Engineer,computer vision | nlp | sql | tensorflow,global_ai_jobs_dataset
AI Engineer,machine learning | computer vision | deep learning | python,global_ai_jobs_dataset
Prompt Engineer,deep learning | machine learning | data analysis | python,global_ai_jobs_dataset
AI Researcher,sql | computer vision | data analysis | machine learning,global_ai_jobs_dataset
AI Product Manager,python | pytorch | deep learning | statistics,global_ai_jobs_dataset
Computer Vision Engineer,sql | statistics | data analysis | deep learning,global_ai_jobs_dataset
NLP Engineer,pytorch | statistics | python | tensorflow,global_ai_jobs_dataset
Blockchain Developer,java basics | python basics | c++ basics | solidity basics | ethereum | hyperledger basics | corda basics | smart contract development | cryptography basics | dapps basics | git basics | truffle | remix ide | problem-solving | teamwork | adaptability | blockchain | solidity | smart contracts | cryptography | dapps | hyperledger | corda,job_dataset
AI Researcher,deep learning | data analysis | sql | python,global_ai_jobs_dataset
MLOps Engineer,statistics | computer vision | data analysis | nlp,global_ai_jobs_dataset
AI Researcher,data analysis | nlp | deep learning | python,global_ai_jobs_dataset
NLP Engineer,machine learning | nlp | statistics | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | computer vision | machine learning | tensorflow,global_ai_jobs_dataset
MLOps Engineer,sql | machine learning | python | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,machine learning | sql | computer vision | pytorch,global_ai_jobs_dataset
AI Engineer,sql | data analysis | machine learning | python,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | sql | tensorflow | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,sql | nlp | computer vision | python,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | pytorch | data analysis | python,global_ai_jobs_dataset
Site Reliability Engineer,python basics | shell scripting | linux basics | windows os fundamentals | cloud fundamentals (aws | gcp | azure) | docker basics | kubernetes basics | intro to monitoring (prometheus | grafana) | tcp | ip networking | basic ci | cd | analytical thinking | time management | communication | python | bash | linux | docker | kubernetes | aws | ci | prometheus | networking | monitoring,job_dataset
Data Analyst,statistics | python | pytorch | machine learning,global_ai_jobs_dataset
Data Scientist,tensorflow | nlp | deep learning | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,python | statistics | tensorflow | machine learning,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | angular basics | php basics | node.js basics | git | mysql basics | rest apis | angular | node.js | php | mysql,job_dataset
MLOps Engineer,sql | statistics | computer vision | deep learning,global_ai_jobs_dataset
Data Analyst,machine learning | computer vision | pytorch | statistics,global_ai_jobs_dataset
AI Researcher,data analysis | deep learning | python | nlp,global_ai_jobs_dataset
Game Developer,c++ expert | c# expert | python advanced | java advanced | unity expert | unreal engine expert | advanced ai | gameplay systems | multiplayer networking | physics and collision systems | shader programming hlsl | glsl | graphics optimization | performance profiling | cross-platform development | testing frameworks | leadership | team collaboration | project management | c++ | c# | unity | unreal engine | game ai | shader programming | multiplayer | performance optimization,job_dataset
NLP Engineer,computer vision | machine learning | deep learning | statistics,global_ai_jobs_dataset
AI Product Manager,python | tensorflow | computer vision | sql,global_ai_jobs_dataset
AI Product Manager,computer vision | python | deep learning | statistics,global_ai_jobs_dataset
NLP Engineer,computer vision | nlp | machine learning | tensorflow,global_ai_jobs_dataset
Prompt Engineer,computer vision | statistics | data analysis | nlp,global_ai_jobs_dataset
Data Scientist,pytorch | statistics | deep learning | python,global_ai_jobs_dataset
AI Engineer,python | computer vision | data analysis | sql,global_ai_jobs_dataset
Data Scientist,tensorflow | python | computer vision | deep learning,global_ai_jobs_dataset
Site Reliability Engineer,python | go | java | bash | zsh scripting | linux | windows expert | cloud platforms (aws | azure | gcp) | docker | kubernetes expert | ci | cd pipelines (jenkins | github actions | bamboo) | iac (terraform | ansible | puppet | chef) | monitoring & logging (prometheus | grafana | elk | nagios | splunk) | networking (tcp | ip | dns | load balancing | cdn) | automation | distributed systems architecture | security compliance | problem-solving | leadership | collaboration | communication | kubernetes | aws | terraform | cd | monitoring | distributed systems,job_dataset
.NET Developer,c# | f# | .net core | asp.net mvc | microservices | docker | kubernetes | azure,job_dataset
AI Researcher,tensorflow | data analysis | nlp | computer vision,global_ai_jobs_dataset
Data Scientist,python | data analysis | computer vision | sql,global_ai_jobs_dataset
AI Product Manager,statistics | machine learning | sql | tensorflow,global_ai_jobs_dataset
AI Researcher,statistics | data analysis | pytorch | nlp,global_ai_jobs_dataset
MLOps Engineer,pytorch | deep learning | data analysis | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,tensorflow | deep learning | pytorch | computer vision,global_ai_jobs_dataset
Machine Learning Engineer,data analysis | statistics | machine learning | computer vision,global_ai_jobs_dataset
Prompt Engineer,nlp | machine learning | computer vision | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | machine learning | data analysis | pytorch,global_ai_jobs_dataset
AI Product Manager,machine learning | tensorflow | deep learning | sql,global_ai_jobs_dataset
AI Product Manager,sql | python | data analysis | tensorflow,global_ai_jobs_dataset
Java Developer,maven | gradle | jenkins | ci | cd | docker | java,job_dataset
Data Analyst,tensorflow | computer vision | machine learning | deep learning,global_ai_jobs_dataset
AI Product Manager,sql | python | tensorflow | pytorch,global_ai_jobs_dataset
AI Researcher,data analysis | pytorch | sql | machine learning,global_ai_jobs_dataset
AI Product Manager,sql | python | computer vision | tensorflow,global_ai_jobs_dataset
Data Engineer,java | python | sql | kafka | airflow | gcp bigquery | mongodb | data partitioning | bigquery,job_dataset
Data Engineer,python | java | sql | mongodb | airflow basics | aws basics | linux | etl | airflow | aws,job_dataset
NLP Engineer,computer vision | python | pytorch | deep learning,global_ai_jobs_dataset
Computer Vision Engineer,nlp | statistics | tensorflow | deep learning,global_ai_jobs_dataset
Data Analyst,computer vision | tensorflow | data analysis | statistics,global_ai_jobs_dataset
AI Product Manager,tensorflow | sql | computer vision | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,python | computer vision | machine learning | statistics,global_ai_jobs_dataset
Java Developer,java | spring boot | sql | rest api | microservices | git | maven | junit | docker | design patterns | hibernate | kafka | cloud | kubernetes | multithreading | spring security | redis | gradle | jpa | reactive programming,it_jobs_required_skills
.NET Developer,c# | .net | asp.net | sql | rest api | entity framework | azure | git | microservices | docker | linq | wpf | blazor | signalr | unit testing | dependency injection | design patterns | ci | cd | kubernetes | grpc,it_jobs_required_skills
